Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,condition,direction
gs_ind_1,Lysosomal Membrane (GO:0005765),4/301,0.029214838913518545,0.12129100058762661,4.068582271618324,14.374620617764599,ANXA2;NSF;VAMP8;DPP4,Stim48hr,positive
gs_ind_1,Primary Lysosome (GO:0005766),1/8,0.030706582427247244,0.12129100058762661,51.707070707070706,180.11011404439736,STX3,Stim48hr,positive
gs_ind_1,Bounding Membrane Of Organelle (GO:0098588),6/630,0.03447716853276346,0.12381212712264661,2.8489578179397452,9.593745669412211,MYD88;PYCARD;CTSC;VAMP8;PLN;NCF4,Stim48hr,positive
gs_ind_1,NADPH Oxidase Complex (GO:0043020),1/9,0.034479326540483864,0.12381212712264661,45.62032085561497,153.62165701114176,NCF4,Stim48hr,positive
gs_ind_0,Myeloid Dendritic Cell Differentiation (GO:0043011),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,BATF2,Stim48hr,positive
gs_ind_0,Positive Regulation Of Vesicle Fusion (GO:0031340),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,ANXA2,Stim48hr,positive
gs_ind_0,Negative Regulation Of Cell Cycle Phase Transition (GO:1901988),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,MACROH2A1,Stim48hr,positive
gs_ind_0,Positive Regulation Of Response To External Stimulus (GO:0032103),3/116,0.010314956970440003,0.1283379561446275,8.23932297704614,37.687984093602125,STX3;PYCARD;CD47,Stim48hr,positive
gs_ind_0,Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,MACROH2A1,Stim48hr,positive
gs_ind_0,Positive Regulation Of Receptor Recycling (GO:0001921),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,NSF,Stim48hr,positive
gs_ind_0,Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,PDE3B,Stim48hr,positive
gs_ind_0,Protein Localization (GO:0008104),4/286,0.024810901076694276,0.1283379561446275,4.289751641450185,15.856947528139568,STX3;NSF;ARL4C;ARF5,Stim48hr,positive
gs_ind_0,Positive Regulation Of Protein Sumoylation (GO:0033235),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,HDAC4,Stim48hr,positive
gs_ind_0,Macropinocytosis (GO:0044351),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,PYCARD,Stim48hr,positive
gs_ind_0,Negative Regulation Of Catabolic Process (GO:0009895),2/56,0.019979220786990697,0.1283379561446275,12.059491156719947,47.189542688877864,PDE3B;HDAC4,Stim48hr,positive
gs_ind_0,Positive Regulation Of Mast Cell Degranulation (GO:0043306),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,VAMP8,Stim48hr,positive
gs_ind_0,Positive Regulation Of Protein Localization To Membrane (GO:1905477),2/62,0.024174017555306373,0.1283379561446275,10.858396523813582,40.42012998487457,STX3;ITGAM,Stim48hr,positive
gs_ind_0,Protein Secretion (GO:0009306),2/50,0.016128902603184073,0.1283379561446275,13.55776384312892,55.95482232721201,PDX1;NECAB3,Stim48hr,positive
gs_ind_0,Negative Regulation Of Calcium Ion Transport (GO:0051926),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,PLN,Stim48hr,positive
gs_ind_0,Positive Regulation Of T-helper 1 Cell Cytokine Production (GO:2000556),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,IL18R1,Stim48hr,positive
gs_ind_0,Positive Regulation Of Leukocyte Degranulation (GO:0043302),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,ITGAM,Stim48hr,positive
gs_ind_0,Negative Regulation Of Calcium Ion Import (GO:0090281),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,PLN,Stim48hr,positive
gs_ind_0,Positive Regulation Of Phagocytosis (GO:0050766),2/43,0.012096198992800783,0.1283379561446275,15.853310147807726,69.99020838802994,PYCARD;CD47,Stim48hr,positive
gs_ind_0,Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,ITGAM,Stim48hr,positive
gs_ind_0,Positive Regulation Of Endocytosis (GO:0045807),2/61,0.023451705086485388,0.1283379561446275,11.041756908949147,41.4376386588416,PYCARD;CD47,Stim48hr,positive
gs_ind_0,Positive Regulation Of Interleukin-8 Production (GO:0032757),2/43,0.012096198992800783,0.1283379561446275,15.853310147807726,69.99020838802994,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Negative Regulation Of Myotube Differentiation (GO:0010832),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,HDAC4,Stim48hr,positive
gs_ind_0,Positive Regulation Of Cell Adhesion (GO:0045785),2/59,0.022034655908598832,0.1283379561446275,11.427610936799642,43.59792183612321,STX3;CD47,Stim48hr,positive
gs_ind_0,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),2/55,0.01931310241862479,0.1283379561446275,12.285865690336255,48.49196212098142,LCK;PYCARD,Stim48hr,positive
gs_ind_0,Positive Regulation Of Adaptive Immune Response (GO:0002821),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,PYCARD,Stim48hr,positive
gs_ind_0,Pinocytosis (GO:0006907),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,PYCARD,Stim48hr,positive
gs_ind_0,Negative Regulation Of Protein Kinase Activity (GO:0006469),2/75,0.034362786724600934,0.1283379561446275,8.928746756434533,30.096850647308838,PYCARD;MACROH2A1,Stim48hr,positive
gs_ind_0,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),2/67,0.027920310944204,0.1283379561446275,10.025576453923035,35.87553144662008,PYCARD;MACROH2A1,Stim48hr,positive
gs_ind_0,Peptidyl-Tyrosine Autophosphorylation (GO:0038083),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,LCK,Stim48hr,positive
gs_ind_0,Peptidyl-Lysine Deacetylation (GO:0034983),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,HDAC4,Stim48hr,positive
gs_ind_0,Negative Regulation Of Secretion (GO:0051048),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,VAMP8,Stim48hr,positive
gs_ind_0,Osmosensory Signaling Pathway (GO:0007231),1/3,0.011625086431596165,0.1283379561446275,155.1818181818182,691.271358781864,PYCARD,Stim48hr,positive
gs_ind_0,Nitric Oxide Mediated Signal Transduction (GO:0007263),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,PDX1,Stim48hr,positive
gs_ind_0,Neutrophil Degranulation (GO:0043312),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,VAMP8,Stim48hr,positive
gs_ind_0,Neutrophil Activation Involved In Immune Response (GO:0002283),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,VAMP8,Stim48hr,positive
gs_ind_0,Neurotransmitter Receptor Transport To Postsynaptic Membrane (GO:0098969),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,STX3,Stim48hr,positive
gs_ind_0,Positive Regulation Of Cellular Extravasation (GO:0002693),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,CD47,Stim48hr,positive
gs_ind_0,Negative Regulation Of Monoatomic Ion Transport (GO:0043271),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,PLN,Stim48hr,positive
gs_ind_0,Negative Regulation Of Lipid Catabolic Process (GO:0050995),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,PDE3B,Stim48hr,positive
gs_ind_0,Positive Regulation Of Dendrite Extension (GO:1903861),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,RNF157,Stim48hr,positive
gs_ind_0,Positive Regulation Of Interleukin-6 Production (GO:0032755),2/60,0.02273855804094823,0.1283379561446275,11.231386025200457,42.496118967847536,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Positive Regulation Of Interleukin-23 Production (GO:0032747),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,MYD88,Stim48hr,positive
gs_ind_0,Positive Regulation Of Interleukin-1 Production (GO:0032732),2/45,0.013196362581667162,0.1283379561446275,15.122052375873919,65.44543072744837,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),2/42,0.01156207588544919,0.1283379561446275,16.24602265495736,72.45766486839254,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Negative Regulation Of Extracellular Matrix Organization (GO:1903054),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,DPP4,Stim48hr,positive
gs_ind_0,Positive Regulation Of Immune Response (GO:0050778),2/58,0.021340078638256984,0.1283379561446275,11.630781862968707,44.745575846852375,ITGAM;PYCARD,Stim48hr,positive
gs_ind_0,Positive Regulation Of Hormone Secretion (GO:0046887),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,VAMP8,Stim48hr,positive
gs_ind_0,Positive Regulation Of Isomerase Activity (GO:0010912),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,ITGAM,Stim48hr,positive
gs_ind_0,Negative Regulation Of Glycolytic Process (GO:0045820),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,HDAC4,Stim48hr,positive
gs_ind_0,Negative Regulation Of Heart Contraction (GO:0045822),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,PLN,Stim48hr,positive
gs_ind_0,Negative Regulation Of Heart Rate (GO:0010459),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,PLN,Stim48hr,positive
gs_ind_0,Positive Regulation Of GTPase Activity (GO:0043547),3/180,0.032739947963772,0.1283379561446275,5.241957005189029,17.923086025716447,DOCK8;RALGAPA2;ARHGAP25,Stim48hr,positive
gs_ind_0,Protein auto-ADP-ribosylation (GO:0070213),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,PARP8,Stim48hr,positive
gs_ind_0,Negative Regulation Of Interferon-Beta Production (GO:0032688),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,PYCARD,Stim48hr,positive
gs_ind_0,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),3/179,0.032280713969974936,0.1283379561446275,5.272073952586849,18.10053409575129,PDE3B;PYCARD;ARHGAP25,Stim48hr,positive
gs_ind_0,Negative Regulation Of Intracellular Transport (GO:0032387),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,PLN,Stim48hr,positive
gs_ind_0,Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,LCK,Stim48hr,positive
gs_ind_0,Protein-Containing Complex Disassembly (GO:0032984),2/55,0.01931310241862479,0.1283379561446275,12.285865690336255,48.49196212098142,NSF;VAMP8,Stim48hr,positive
gs_ind_0,Regulation Of Cortisol Biosynthetic Process (GO:2000064),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,DKK3,Stim48hr,positive
gs_ind_0,Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,DPP4,Stim48hr,positive
gs_ind_0,SNARE Complex Assembly (GO:0035493),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,VAMP8,Stim48hr,positive
gs_ind_0,Relaxation Of Muscle (GO:0090075),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,PLN,Stim48hr,positive
gs_ind_0,Relaxation Of Cardiac Muscle (GO:0055119),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,PLN,Stim48hr,positive
gs_ind_0,Regulation Of cAMP-mediated Signaling (GO:0043949),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,PDE3B,Stim48hr,positive
gs_ind_0,Regulation Of Vesicle Fusion (GO:0031338),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,ANXA2,Stim48hr,positive
gs_ind_0,Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,TXK,Stim48hr,positive
gs_ind_0,Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,CD47,Stim48hr,positive
gs_ind_0,Sodium-Independent Organic Anion Transport (GO:0043252),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,SLCO3A1,Stim48hr,positive
gs_ind_0,Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,MACROH2A1,Stim48hr,positive
gs_ind_0,Dosage Compensation (GO:0007549),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,MACROH2A1,Stim48hr,positive
gs_ind_0,Ectoderm Development (GO:0007398),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,ITGAM,Stim48hr,positive
gs_ind_0,Regulation Of Secretion By Cell (GO:1903530),2/42,0.01156207588544919,0.1283379561446275,16.24602265495736,72.45766486839254,NSF;VAMP8,Stim48hr,positive
gs_ind_0,Regulation Of Response To Stress (GO:0080134),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,MACROH2A1,Stim48hr,positive
gs_ind_0,Epigenetic Regulation Of Gene Expression (GO:0040029),2/69,0.02948025487715418,0.1283379561446275,9.726995036273387,34.27826673048913,HDAC4;MACROH2A1,Stim48hr,positive
gs_ind_0,Regulation Of Relaxation Of Cardiac Muscle (GO:1901897),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,PLN,Stim48hr,positive
gs_ind_0,Lymphocyte Differentiation (GO:0030098),2/70,0.03027308342959371,0.1283379561446275,9.584242606667168,33.52085302567545,HDAC4;LCK,Stim48hr,positive
gs_ind_0,Regulation Of T-helper 1 Cell Cytokine Production (GO:2000554),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,IL18R1,Stim48hr,positive
gs_ind_0,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),2/60,0.02273855804094823,0.1283379561446275,11.231386025200457,42.496118967847536,STX3;VAMP8,Stim48hr,positive
gs_ind_0,Superoxide Anion Generation (GO:0042554),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,NCF4,Stim48hr,positive
gs_ind_0,Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,STX3,Stim48hr,positive
gs_ind_0,Acidic Amino Acid Transport (GO:0015800),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,SLC6A1,Stim48hr,positive
gs_ind_0,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),2/53,0.018009895834360246,0.1283379561446275,12.764988489640677,51.2748385439688,LCK;PYCARD,Stim48hr,positive
gs_ind_0,Activation Of GTPase Activity (GO:0090630),2/74,0.03352835256892963,0.1283379561446275,9.05261286882332,30.73691450781642,RALGAPA2;ARHGAP25,Stim48hr,positive
gs_ind_0,Apoptotic Process (GO:0006915),3/188,0.0365372833163816,0.1283379561446275,5.0127110228401195,16.589176534668482,PYCARD;MYD88;ARHGEF6,Stim48hr,positive
gs_ind_0,Autophagosome Membrane Docking (GO:0016240),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,VAMP8,Stim48hr,positive
gs_ind_0,Carboxylic Acid Biosynthetic Process (GO:0046394),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,PYCARD,Stim48hr,positive
gs_ind_0,Cardiac Muscle Hypertrophy (GO:0003300),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,HDAC4,Stim48hr,positive
gs_ind_0,Synapse Pruning (GO:0098883),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,ITGAM,Stim48hr,positive
gs_ind_0,Cellular Response To Cytokine Stimulus (GO:0071345),4/232,0.012446992519854247,0.1283379561446275,5.326392320180702,23.363028131781974,DOCK8;PYCARD;STAT4;CD47,Stim48hr,positive
gs_ind_0,Vesicle-Mediated Transport (GO:0016192),5/336,0.009583647944988439,0.1283379561446275,4.548373195432019,21.139460327496334,NSF;ARF5;STX3;ANXA2;VAMP8,Stim48hr,positive
gs_ind_0,Vascular Transport (GO:0010232),2/56,0.019979220786990697,0.1283379561446275,12.059491156719947,47.189542688877864,SLCO3A1;SLC6A1,Stim48hr,positive
gs_ind_0,Type B Pancreatic Cell Differentiation (GO:0003309),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,PDX1,Stim48hr,positive
gs_ind_0,Transport Across Blood-Brain Barrier (GO:0150104),2/58,0.021340078638256984,0.1283379561446275,11.630781862968707,44.745575846852375,SLCO3A1;SLC6A1,Stim48hr,positive
gs_ind_0,Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus (GO:0140052),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,MYD88,Stim48hr,positive
gs_ind_0,T-helper 1 Type Immune Response (GO:0042088),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,STAT4,Stim48hr,positive
gs_ind_0,T-helper 1 Cell Differentiation (GO:0045063),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,STAT4,Stim48hr,positive
gs_ind_0,Cellular Response To Interleukin-12 (GO:0071349),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,STAT4,Stim48hr,positive
gs_ind_0,Regulation Of Plasma Membrane Repair (GO:1905684),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,ANXA2,Stim48hr,positive
gs_ind_0,Establishment Of Protein Localization To Chromatin (GO:0071169),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,MACROH2A1,Stim48hr,positive
gs_ind_0,Regulation Of Phagocytosis (GO:0050764),2/46,0.013762228349378326,0.1283379561446275,14.781072628286806,63.34912778028917,PYCARD;CD47,Stim48hr,positive
gs_ind_0,Exocytosis (GO:0006887),2/64,0.025645823084308243,0.1283379561446275,10.509278350515464,38.49942298836649,STX3;NSF,Stim48hr,positive
gs_ind_0,Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),2/38,0.00953403632361926,0.1283379561446275,18.03205761898037,83.90112850366494,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Cytokine Production (GO:0001817),3/125,0.012620362986920736,0.1283379561446275,7.628571428571429,33.35549877353555,BTN3A2;TXK;CD47,Stim48hr,positive
gs_ind_0,Negative Regulation Of Transcription By RNA Polymerase I (GO:0016479),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,MACROH2A1,Stim48hr,positive
gs_ind_0,Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033632),1/9,0.034479326540483864,0.1283379561446275,45.62032085561497,153.62165701114176,DPP4,Stim48hr,positive
gs_ind_0,Interferon-Mediated Signaling Pathway (GO:0140888),2/36,0.008586341111755692,0.1283379561446275,19.080382489167786,90.77649537188569,HDAC4;MYD88,Stim48hr,positive
gs_ind_0,Interleukin-12-Mediated Signaling Pathway (GO:0035722),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,STAT4,Stim48hr,positive
gs_ind_0,Regulation Of Dopamine Metabolic Process (GO:0042053),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,ITGAM,Stim48hr,positive
gs_ind_0,Regulation Of Cell Population Proliferation (GO:0042127),6/572,0.022825468045840784,0.1283379561446275,3.1555976476888445,11.927775219931306,CDKN2C;DPP4;HDAC4;STAT4;CD47;STX3,Stim48hr,positive
gs_ind_0,Regulation Of Cell Activation (GO:0050865),1/8,0.030706582427247244,0.1283379561446275,51.707070707070706,180.11011404439736,TXK,Stim48hr,positive
gs_ind_0,Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,PLN,Stim48hr,positive
gs_ind_0,Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,NECAB3,Stim48hr,positive
gs_ind_0,Regulation Of Aldosterone Biosynthetic Process (GO:0032347),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,DKK3,Stim48hr,positive
gs_ind_0,Regulation Of Actin Filament-Based Movement (GO:1903115),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,PLN,Stim48hr,positive
gs_ind_0,Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,PLN,Stim48hr,positive
gs_ind_0,Receptor-Mediated Virion Attachment To Host Cell (GO:0046813),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,DPP4,Stim48hr,positive
gs_ind_0,Intracellular Protein Transport (GO:0006886),4/275,0.021856280642915057,0.1283379561446275,4.467474603457494,17.080348024294338,STX3;NSF;ARL4C;ARF5,Stim48hr,positive
gs_ind_0,Regulation Of Establishment Of T Cell Polarity (GO:1903903),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,DOCK8,Stim48hr,positive
gs_ind_0,Regulation Of Dendrite Extension (GO:1903859),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,RNF157,Stim48hr,positive
gs_ind_0,Icosanoid Transport (GO:0071715),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,SLCO3A1,Stim48hr,positive
gs_ind_0,Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903037),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,LCK,Stim48hr,positive
gs_ind_0,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),2/46,0.013762228349378326,0.1283379561446275,14.781072628286806,63.34912778028917,LCK;PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Interleukin-8 Production (GO:0032677),2/58,0.021340078638256984,0.1283379561446275,11.630781862968707,44.745575846852375,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Interleukin-23 Production (GO:0032667),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,MYD88,Stim48hr,positive
gs_ind_0,Gamma-Aminobutyric Acid Transport (GO:0015812),1/3,0.011625086431596165,0.1283379561446275,155.1818181818182,691.271358781864,SLC6A1,Stim48hr,positive
gs_ind_0,Regulation Of Interleukin-10 Production (GO:0032653),2/38,0.00953403632361926,0.1283379561446275,18.03205761898037,83.90112850366494,PYCARD;CD47,Stim48hr,positive
gs_ind_0,Regulation Of Interleukin-1 Beta Production (GO:0032651),2/58,0.021340078638256984,0.1283379561446275,11.630781862968707,44.745575846852375,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Negative Regulation Of cAMP-mediated Signaling (GO:0043951),1/5,0.019301457634958472,0.1283379561446275,86.1986531986532,340.2756191617277,PDE3B,Stim48hr,positive
gs_ind_0,Regulation Of Histamine Secretion By Mast Cell (GO:1903593),1/6,0.023117702254637218,0.1283379561446275,70.52066115702479,265.6623757759938,VAMP8,Stim48hr,positive
gs_ind_0,Regulation Of Heterochromatin Formation (GO:0031445),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,MACROH2A1,Stim48hr,positive
gs_ind_0,Regulation Of Glycoprotein Biosynthetic Process (GO:0010559),1/4,0.015470603953845034,0.1283379561446275,110.83549783549783,462.05252795000786,NECAB3,Stim48hr,positive
gs_ind_0,Regulation Of Extracellular Matrix Disassembly (GO:0010715),1/10,0.03823767871432395,0.1283379561446275,40.81499202551834,133.21743592557962,DPP4,Stim48hr,positive
gs_ind_0,Icosanoid Biosynthetic Process (GO:0046456),1/7,0.02691939239218921,0.1283379561446275,59.666666666666664,215.6895312713554,PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Exocytosis (GO:0017157),2/40,0.010526187565581569,0.1283379561446275,17.092649618422815,77.83803032500437,ANXA2;NSF,Stim48hr,positive
gs_ind_0,Regulation Of Inflammatory Response (GO:0050727),3/177,0.031372572007368336,0.1283379561446275,5.333343387121098,18.46308158171763,PYCARD;MYD88;CD47,Stim48hr,positive
gs_ind_1,Cation-Transporting ATPase Complex (GO:0090533),1/10,0.03823767871432395,0.13133811384485183,40.81499202551834,133.21743592557962,PLN,Stim48hr,positive
gs_ind_0,Vesicle Organization (GO:0016050),2/82,0.04042656100808342,0.13181348686265768,8.147851700070436,26.140493991193736,ANXA2;VAMP8,Stim48hr,positive
gs_ind_0,Positive Regulation Of Protein Localization To Cell Surface (GO:2000010),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,STX3,Stim48hr,positive
gs_ind_0,Regulation Of Superoxide Anion Generation (GO:0032928),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,ITGAM,Stim48hr,positive
gs_ind_0,Positive Regulation Of Superoxide Anion Generation (GO:0032930),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,ITGAM,Stim48hr,positive
gs_ind_0,Regulation Of Response To Oxidative Stress (GO:1902882),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,MACROH2A1,Stim48hr,positive
gs_ind_0,Neutrophil Mediated Immunity (GO:0002446),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,VAMP8,Stim48hr,positive
gs_ind_0,Positive Regulation Of T-helper 1 Type Immune Response (GO:0002827),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,IL18R1,Stim48hr,positive
gs_ind_0,3'-UTR-mediated mRNA Stabilization (GO:0070935),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,MYD88,Stim48hr,positive
gs_ind_0,ATP Transport (GO:0015867),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,CD47,Stim48hr,positive
gs_ind_0,Innate Immune Response-Activating Signaling Pathway (GO:0002758),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,PYCARD,Stim48hr,positive
gs_ind_0,Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,DKK3,Stim48hr,positive
gs_ind_0,Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894),1/11,0.041981692733654666,0.13181348686265768,36.924963924963926,117.07139729180082,MYD88,Stim48hr,positive
gs_ind_0,Negative Regulation Of Receptor Internalization (GO:0002091),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,ANXA2,Stim48hr,positive
gs_ind_0,Negative Regulation Of Phagocytosis (GO:0050765),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,CD47,Stim48hr,positive
