target_contrast_gene_name,gate_pass,best_condition,fail_primary,failure_reasons,n_cells_best,de_genes_best,significant_any,offtarget_any,n_conditions
MEF2C,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),825,1,False,False,3
MEF2D,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),595,43,True,False,3
MEFV,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),842,7,False,False,3
MEGF6,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),865,0,False,False,3
MEGF8,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),633,2,True,False,3
MEGF9,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),254,3,True,False,3
MEI1,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),139,1,False,False,3
MEIS1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1427,6,False,False,3
MEIS2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),413,1,False,False,3
MEIS3,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,169,74,False,False,3
MELK,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),777,2,True,False,3
MEMO1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,64,790,False,False,3
MEN1,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),128,2157,True,True,3
MEOX1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1299,12,False,False,3
MEOX2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),541,1,False,False,3
MEPCE,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),750,6,True,False,3
MESD,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),636,9,True,False,3
MESP1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),326,14,False,False,3
MESP2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),644,2,False,False,3
MEST,True,Stim8hr,PASS,,1799,682,True,False,3
METAP1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1238,26,False,False,2
METAP1D,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),590,0,False,False,3
METAP2,True,Rest,PASS,,226,772,True,False,3
METRN,False,Rest,Too few cells (n<200),Too few cells (n<200),108,78,True,False,3
METRNL,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),320,4,True,False,3
METTL1,True,Stim8hr,PASS,,259,1047,True,False,3
METTL13,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),508,3,True,False,3
METTL14,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,67,55,False,False,3
METTL15,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),637,5,True,False,3
METTL17,True,Stim48hr,PASS,,647,53,True,False,3
METTL18,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),490,4,True,True,3
METTL22,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),546,3,True,False,3
METTL23,False,Stim48hr,Off-target flagged,Off-target flagged,709,141,True,True,3
METTL25,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),593,4,True,True,3
METTL25B,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,29,283,True,False,2
METTL26,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),948,9,True,False,3
METTL2A,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),224,9,True,False,3
METTL2B,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),26,47,False,False,3
METTL3,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),123,132,True,False,3
METTL4,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),619,2,True,True,3
METTL5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),770,3,True,True,3
METTL8,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),653,15,True,True,3
METTL9,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),341,2,True,False,3
MEX3C,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),391,2,True,False,3
MEX3D,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),282,13,True,False,3
MFAP3,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),678,3,True,True,3
MFAP3L,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),774,3,False,False,3
MFF,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1293,7,True,False,3
MFGE8,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),997,2,True,False,3
MFHAS1,True,Stim8hr,PASS,,651,334,True,False,3
MFN1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),874,2,True,False,3
MFN2,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,160,214,False,False,3
MFNG,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),567,2,True,False,3
MFSD1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1105,3,True,False,3
MFSD10,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),497,5,True,False,3
MFSD11,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1377,24,True,False,3
MFSD12,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),505,2,True,False,3
MFSD13A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1436,3,True,False,3
MFSD14A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),363,3,True,False,3
MFSD14B,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),667,1,True,False,2
MFSD2A,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),907,5,True,False,3
MFSD3,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),121,8,False,False,3
MFSD4A,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),500,1,False,False,3
MFSD4B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),985,31,True,False,3
MFSD5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),510,9,True,False,3
MFSD6,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),111,86,True,False,3
MFSD8,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),662,7,True,True,3
MFSD9,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),660,3,True,True,3
MGA,True,Stim8hr,PASS,,1308,131,True,False,3
MGAM,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1085,0,False,False,3
MGAT1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),745,2,True,False,3
MGAT2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),549,3,True,False,3
MGAT4A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1548,2,True,False,3
MGAT4B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),240,5,True,False,3
MGAT5,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1029,1,True,False,3
MGLL,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1545,2,False,False,3
MGME1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),633,2,True,True,3
MGMT,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),669,2,True,False,3
MGP,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),586,0,False,False,3
MGRN1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),544,3,True,False,3
MGST1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),318,0,False,False,3
MGST2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),966,5,True,False,3
MGST3,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),581,2,True,False,3
MIA,False,Stim48hr,Not statistically significant,Not statistically significant; Off-target flagged; Too few downstream DE genes (<50),1002,5,False,True,3
MIA2,True,Stim48hr,PASS,,567,1566,True,False,3
MIA3,False,Rest,Too few cells (n<200),Too few cells (n<200),121,523,True,False,3
MIB1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1182,5,True,False,3
MIB2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),253,38,True,False,3
MICA,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),775,8,True,False,3
MICAL1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),497,3,True,False,3
MICAL2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),385,7,True,False,3
MICAL3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),442,4,True,False,3
MICALL1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),297,4,True,False,3
MICB,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),712,0,False,False,3
MICOS10,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),62,461,True,False,3
MICOS13,True,Stim48hr,PASS,,231,134,True,False,3
MICU1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),951,1,True,False,3
MICU2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),594,2,True,False,3
MICU3,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),232,9,False,False,3
MID1IP1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),962,3,True,False,3
MID2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),875,0,False,False,3
MIDN,True,Stim8hr,PASS,,499,59,True,False,3
MIEF1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),703,10,True,False,3
MIEF2,False,Rest,Not statistically significant,Not statistically significant; Off-target flagged; Too few downstream DE genes (<50),428,7,False,True,3
MIEN1,True,Rest,PASS,,620,98,True,False,3
MIER1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),106,13,False,False,3
MIER2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),556,14,True,False,3
MIER3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),510,12,True,False,3
MIF,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),583,1,True,False,3
MIF4GD,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),927,11,True,False,3
MIGA1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),301,2,True,False,3
MIGA2,False,Stim48hr,Off-target flagged,Off-target flagged,1365,76,True,True,3
MIIP,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),463,6,True,False,3
MINDY1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),292,4,True,True,3
MINDY2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),757,3,True,False,3
MINDY3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),373,2,True,False,3
MINK1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),722,2,True,False,3
MINPP1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),471,1,True,False,3
MIOS,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),83,768,True,False,3
MIPEP,True,Stim48hr,PASS,,496,2144,True,False,3
MIS18A,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),30,4,False,False,1
MISP,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),297,0,False,False,3
MITD1,True,Stim48hr,PASS,,465,250,True,False,3
MITF,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),562,0,False,False,3
MIX23,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),736,2,True,True,3
MIXL1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1119,1,False,False,3
MKI67,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),569,8,True,False,3
MKKS,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),738,4,True,False,3
MKLN1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),288,2,True,False,3
MKNK1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),254,10,True,False,3
MKNK2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),532,11,True,False,3
MKRN1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),615,5,True,False,3
MKRN2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),473,40,True,False,3
MKRN3,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),840,28,False,False,3
MKS1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),651,16,True,False,3
MKX,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),366,0,False,False,3
MLANA,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),556,0,False,False,3
MLEC,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1568,15,True,False,3
MLF1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),251,27,False,False,3
MLF2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),331,7,True,False,3
MLH1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),484,3,True,True,3
MLH3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1184,4,True,False,3
MLKL,True,Stim48hr,PASS,,1845,80,True,False,3
MLLT1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),262,5,True,False,3
MLLT10,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),799,1,True,False,3
MLLT11,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),635,1,True,False,3
MLLT3,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),51,53,True,False,3
MLLT6,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),30,22,True,False,3
MLN,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1106,1,False,False,3
MLST8,True,Stim48hr,PASS,,258,564,True,False,3
MLX,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),250,31,True,True,3
MLXIP,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),352,2,True,False,3
MLXIPL,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),435,0,False,False,3
MLYCD,True,Rest,PASS,,352,178,True,False,3
MMAA,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),652,4,True,False,3
MMAB,True,Rest,PASS,,539,837,True,False,3
MMACHC,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),417,2,True,False,3
MMADHC,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),456,4,True,False,3
MMD,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),148,11,True,False,3
MME,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),323,11,False,False,3
MMGT1,True,Stim48hr,PASS,,373,730,True,True,3
MMP1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),841,1,False,False,3
MMP17,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),627,1,False,False,3
MMP25,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),484,0,False,False,3
MMP28,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),609,34,False,False,3
MMP3,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1490,2,False,False,3
MMP9,False,Rest,Not statistically significant,Not statistically significant,746,300,False,False,3
MMRN1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),992,0,False,False,3
MMS19,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),17,15,False,False,1
MMUT,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),603,2,True,True,3
MND1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),353,6,True,False,3
MNDA,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),480,2,False,False,3
MNT,False,Stim8hr,Not statistically significant,Not statistically significant,246,53,False,False,3
MNX1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),890,1,False,False,3
MOAP1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),597,4,True,True,3
MOB1A,True,Rest,PASS,,793,374,True,False,3
MOB1B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),465,21,True,False,3
MOB3A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),271,2,True,False,3
MOB3B,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),947,1,False,False,3
MOB3C,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1032,1,False,False,3
MOCS1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1311,0,False,False,3
MOCS2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1585,3,True,False,3
MOCS3,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Off-target flagged,115,145,True,True,3
MOGS,True,Stim8hr,PASS,,531,53,True,False,3
MOK,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1001,1,False,False,3
MON1A,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),646,22,True,False,3
MON1B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),432,2,True,False,3
MON2,False,Rest,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),125,14,True,False,3
MORC2,True,Stim8hr,PASS,,1123,801,True,False,3
MORC3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),719,25,True,False,3
MORC4,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),505,2,True,False,3
MORF4L1,True,Stim8hr,PASS,,930,221,True,False,3
MORF4L2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),427,10,True,False,3
MORN1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),441,13,False,False,3
MORN2,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),759,2,True,True,3
MORN3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1126,1,True,False,3
MORN4,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),592,1,True,False,3
MOSMO,True,Rest,PASS,,1119,197,True,False,3
MOSPD1,True,Rest,PASS,,342,154,True,False,3
MOSPD2,False,Stim8hr,Off-target flagged,Off-target flagged,1635,1756,True,True,3
MOSPD3,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),753,2,True,False,3
MOV10,True,Stim48hr,PASS,,639,1425,True,False,3
MPC1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),706,4,True,False,3
MPC2,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),172,1,True,True,2
MPDU1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),329,4,True,True,3
MPEG1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),785,2,False,False,3
MPG,True,Stim8hr,PASS,,258,56,True,False,2
MPHOSPH6,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),230,8,False,False,3
MPHOSPH9,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),25,131,True,False,1
MPI,True,Stim8hr,PASS,,211,2295,True,False,3
MPIG6B,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),953,25,False,False,3
MPL,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),763,3,False,False,3
MPLKIP,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),801,17,True,False,3
MPND,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),271,1,False,False,3
MPO,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),133,4,False,False,3
MPP1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),735,2,True,False,3
MPP2,False,Stim8hr,Not statistically significant,Not statistically significant,202,64,False,False,3
MPP7,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),606,0,False,False,3
MPPE1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1601,2,True,False,3
MPRIP,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),619,2,True,False,3
MPST,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),538,5,True,True,3
MPV17,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),475,1,True,False,3
MPV17L,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),464,7,False,False,3
MPV17L2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),538,2,True,False,3
MPZ,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),350,1,False,False,3
MPZL1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),373,5,True,False,3
MPZL2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),468,2,True,False,3
MPZL3,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),462,1,True,False,3
MR1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),690,2,False,False,3
MRC2,True,Stim48hr,PASS,,794,1351,True,False,3
MREG,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),906,3,True,False,3
MRFAP1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1089,1,False,False,3
MRFAP1L1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),790,1,True,True,2
MRGBP,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),264,29,True,False,3
MRGPRD,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),769,1,False,False,3
MRI1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),475,3,True,False,3
MRM1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),303,5,True,False,3
MRM2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),975,39,True,False,3
MRM3,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),857,1,True,False,3
MRNIP,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),473,3,True,False,3
MROH6,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),319,10,False,False,3
MRPL1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),742,1,False,False,3
MRPL10,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,166,94,False,False,2
MRPL11,False,Stim48hr,Not statistically significant,Not statistically significant,322,1410,False,False,3
MRPL13,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),43,40,False,False,2
MRPL14,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,49,580,False,False,3
MRPL15,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),252,18,False,False,3
MRPL16,False,Stim8hr,Not statistically significant,Not statistically significant,202,135,False,False,3
MRPL17,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,162,122,False,False,3
MRPL18,False,Stim48hr,Not statistically significant,Not statistically significant,241,664,False,False,3
MRPL19,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,98,80,False,False,3
MRPL2,False,Stim48hr,Not statistically significant,Not statistically significant,313,505,False,False,3
MRPL20,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1051,3,False,False,3
MRPL21,False,Stim8hr,Not statistically significant,Not statistically significant,338,271,False,False,3
MRPL22,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),488,39,False,False,3
MRPL23,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),388,22,False,False,3
MRPL24,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),348,9,False,False,3
MRPL27,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),545,7,False,False,3
MRPL28,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),343,9,False,False,3
MRPL3,False,Stim48hr,Not statistically significant,Not statistically significant,239,635,False,False,3
MRPL32,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,164,85,False,False,3
MRPL33,False,Stim48hr,Not statistically significant,Not statistically significant,389,561,False,False,3
MRPL34,False,Stim48hr,Not statistically significant,Not statistically significant,239,194,False,False,3
MRPL35,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,141,77,False,False,3
MRPL36,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),148,13,False,False,3
MRPL37,False,Stim8hr,Not statistically significant,Not statistically significant,256,222,False,False,3
MRPL38,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),733,2,False,False,3
MRPL39,False,Stim48hr,Not statistically significant,Not statistically significant,398,347,False,False,3
MRPL4,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),511,4,False,False,3
MRPL40,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),823,0,False,False,3
MRPL41,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),98,8,False,False,3
MRPL42,False,Stim8hr,Not statistically significant,Not statistically significant,392,948,False,False,3
MRPL43,False,Stim8hr,Not statistically significant,Not statistically significant,242,149,False,False,3
MRPL44,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),769,3,False,False,3
MRPL45,False,Stim8hr,Not statistically significant,Not statistically significant,304,259,False,False,3
MRPL46,False,Stim8hr,Not statistically significant,Not statistically significant,230,614,False,False,3
MRPL47,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),415,21,False,False,3
MRPL48,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),828,1,False,False,3
MRPL49,False,Stim8hr,Not statistically significant,Not statistically significant,265,207,False,False,3
MRPL50,False,Stim48hr,Not statistically significant,Not statistically significant,475,391,False,False,3
