ensembl_id,gene_symbol,loeuf,pli
ENSG00000142515,KLK3,1.065,8.2892e-06
ENSG00000167754,KLK5,1.058,1.7963e-05
ENSG00000167755,KLK6,1.025,0.00019192
ENSG00000169035,KLK7,1.265,8.084e-06
ENSG00000213022,KLK9,1.492,1.6902e-10
ENSG00000164344,KLKB1,0.974,4.7511e-11
ENSG00000227268,KLLN,1.762,0.38896
ENSG00000111796,KLRB1,0.952,0.048113
ENSG00000134545,KLRC1,1.236,0.00021165
ENSG00000205809,KLRC2,0.848,0.11489
ENSG00000205810,KLRC3,1.252,0.00018847
ENSG00000183542,KLRC4,0.91,0.10838
ENSG00000134539,KLRD1,1.329,0.0051922
ENSG00000150045,KLRF1,0.845,0.2511
ENSG00000256797,KLRF2,1.264,0.0033909
ENSG00000139187,KLRG1,1.253,0.00083036
ENSG00000188883,KLRG2,1.795,1.0207e-14
ENSG00000213809,KLRK1,1.663,1.2937e-16
ENSG00000117009,KMO,0.755,0.14763
ENSG00000118058,KMT2A,0.065,1.0
ENSG00000272333,KMT2B,0.127,1.0
ENSG00000055609,KMT2C,0.202,1.0
ENSG00000167548,KMT2D,0.141,1.0
ENSG00000005483,KMT2E,0.217,1.0
ENSG00000183955,KMT5A,0.314,0.99998
ENSG00000110066,KMT5B,0.19,1.0
ENSG00000133247,KMT5C,0.852,0.00026901
ENSG00000162456,KNCN,1.716,7.1729e-05
ENSG00000171798,KNDC1,0.815,6.634e-24
ENSG00000113889,KNG1,0.575,0.81148
ENSG00000137812,KNL1,0.366,1.0
ENSG00000103550,KNOP1,0.962,4.8334e-07
ENSG00000128944,KNSTRN,1.109,1.9092e-09
ENSG00000184445,KNTC1,0.835,2.0911e-22
ENSG00000114030,KPNA1,0.287,0.99999
ENSG00000182481,KPNA2,0.705,0.013664
ENSG00000102753,KPNA3,0.214,0.99999
ENSG00000186432,KPNA4,0.297,0.9994
ENSG00000196911,KPNA5,0.899,3.4999e-05
ENSG00000025800,KPNA6,0.241,1.0
ENSG00000185467,KPNA7,1.245,2.9367e-17
ENSG00000108424,KPNB1,0.119,1.0
ENSG00000118162,KPTN,0.988,8.356e-10
ENSG00000133703,KRAS,0.264,0.99914
ENSG00000133619,KRBA1,1.213,6.135e-32
ENSG00000184619,KRBA2,1.68,0.27693
ENSG00000240747,KRBOX1,1.801,0.023264
ENSG00000172086,KRCC1,1.254,0.0073919
ENSG00000183762,KREMEN1,0.848,3.4218e-05
ENSG00000131650,KREMEN2,1.398,2.9293e-16
ENSG00000129347,KRI1,1.061,1.4403e-24
ENSG00000001631,KRIT1,0.69,0.11437
ENSG00000111615,KRR1,0.736,0.0091747
ENSG00000167768,KRT1,0.7,0.00045625
ENSG00000186395,KRT10,0.881,4.9789e-09
ENSG00000187242,KRT12,0.979,7.3555e-09
ENSG00000171401,KRT13,0.905,1.6731e-06
ENSG00000186847,KRT14,0.932,1.4584e-07
ENSG00000171346,KRT15,1.231,2.7401e-15
ENSG00000186832,KRT16,1.178,5.3853e-14
ENSG00000128422,KRT17,0.871,1.2138e-06
ENSG00000111057,KRT18,0.411,0.99878
ENSG00000171345,KRT19,0.784,0.00028418
ENSG00000172867,KRT2,1.0,1.2105e-09
ENSG00000171431,KRT20,1.259,5.4236e-12
ENSG00000213424,KRT222,0.793,0.0064743
ENSG00000108244,KRT23,0.994,1.922e-08
ENSG00000167916,KRT24,1.094,2.5436e-09
ENSG00000204897,KRT25,1.003,2.1588e-09
ENSG00000171446,KRT27,0.832,3.4757e-06
ENSG00000173908,KRT28,1.197,1.7251e-12
ENSG00000186442,KRT3,0.996,1.832e-08
ENSG00000094796,KRT31,0.879,1.7393e-06
ENSG00000108759,KRT32,1.434,1.3722e-16
ENSG00000006059,KRT33A,1.377,7.4036e-17
ENSG00000131738,KRT33B,1.075,1.0759e-10
ENSG00000131737,KRT34,0.988,5.9319e-09
ENSG00000197079,KRT35,1.002,1.1572e-09
ENSG00000126337,KRT36,1.153,2.1642e-13
ENSG00000108417,KRT37,1.173,2.8839e-12
ENSG00000171360,KRT38,1.364,1.6245e-17
ENSG00000196859,KRT39,1.102,8.7375e-14
ENSG00000170477,KRT4,1.089,1.2573e-13
ENSG00000204889,KRT40,1.306,5.6136e-15
ENSG00000186081,KRT5,0.538,0.90196
ENSG00000205420,KRT6A,0.755,6.2076e-05
ENSG00000185479,KRT6B,0.909,4.6738e-07
ENSG00000170465,KRT6C,1.34,7.2253e-17
ENSG00000135480,KRT7,1.459,1.2172e-17
ENSG00000139648,KRT71,1.116,2.3944e-12
ENSG00000170486,KRT72,1.187,4.504e-13
ENSG00000186049,KRT73,1.144,2.7641e-14
ENSG00000170484,KRT74,1.278,1.3537e-13
ENSG00000170454,KRT75,0.97,6.9063e-10
ENSG00000185069,KRT76,1.263,3.49e-14
ENSG00000189182,KRT77,1.11,2.7552e-12
ENSG00000170423,KRT78,1.358,1.2506e-20
ENSG00000185640,KRT79,1.27,2.4802e-18
ENSG00000167767,KRT80,0.955,1.9881e-09
ENSG00000205426,KRT81,1.453,4.4333e-13
ENSG00000161850,KRT82,1.131,7.963e-13
ENSG00000170523,KRT83,1.226,2.2378e-17
ENSG00000161849,KRT84,1.015,1.6349e-09
ENSG00000135443,KRT85,0.89,2.1193e-09
ENSG00000170442,KRT86,1.044,1.0074e-07
ENSG00000171403,KRT9,0.873,6.55e-08
ENSG00000188581,KRTAP1-1,1.117,0.0080795
ENSG00000221880,KRTAP1-3,1.246,0.00086836
ENSG00000204887,KRTAP1-4,1.325,0.022993
ENSG00000221852,KRTAP1-5,1.102,0.0046455
ENSG00000215455,KRTAP10-1,1.924,0.058839
ENSG00000221859,KRTAP10-10,1.8,0.36695
ENSG00000243489,KRTAP10-11,1.935,0.051561
ENSG00000189169,KRTAP10-12,1.917,0.13641
ENSG00000205445,KRTAP10-2,1.891,0.1603
ENSG00000212935,KRTAP10-3,,
ENSG00000215454,KRTAP10-4,1.826,0.34999
ENSG00000241123,KRTAP10-5,1.861,0.089887
ENSG00000188155,KRTAP10-6,1.881,0.16902
ENSG00000272804,KRTAP10-7,1.71,0.41424
ENSG00000187766,KRTAP10-8,1.909,0.14482
ENSG00000221837,KRTAP10-9,1.816,0.21151
ENSG00000182591,KRTAP11-1,1.726,2.4898e-07
ENSG00000187175,KRTAP12-1,1.863,0.32144
ENSG00000221864,KRTAP12-2,1.863,0.18175
ENSG00000205439,KRTAP12-3,1.961,0.0049209
ENSG00000212933,KRTAP12-4,1.927,0.12623
ENSG00000198390,KRTAP13-1,1.885,0.16587
ENSG00000182816,KRTAP13-2,,
ENSG00000186970,KRTAP15-1,1.717,0.41088
ENSG00000212657,KRTAP16-1,1.819,0.35466
ENSG00000186860,KRTAP17-1,0.726,0.75796
ENSG00000184351,KRTAP19-1,1.954,0.0060447
ENSG00000186965,KRTAP19-2,1.953,0.015619
ENSG00000244025,KRTAP19-3,1.868,0.1788
ENSG00000186967,KRTAP19-4,1.869,0.31587
ENSG00000186977,KRTAP19-5,1.923,0.059487
ENSG00000186925,KRTAP19-6,1.725,0.40712
ENSG00000244362,KRTAP19-7,1.952,0.0024228
ENSG00000206102,KRTAP19-8,,
ENSG00000212725,KRTAP2-1,1.916,0.063117
ENSG00000212724,KRTAP2-3,1.849,0.00020037
ENSG00000213417,KRTAP2-4,1.452,0.014686
ENSG00000244624,KRTAP20-1,1.931,0.001432
ENSG00000184032,KRTAP20-2,1.894,0.00088117
ENSG00000206104,KRTAP20-3,1.709,0.26454
ENSG00000187005,KRTAP21-1,1.258,0.57177
ENSG00000187026,KRTAP21-2,1.853,0.18864
ENSG00000231068,KRTAP21-3,1.879,0.30676
ENSG00000186924,KRTAP22-1,1.841,0.19649
ENSG00000206106,KRTAP22-2,1.873,0.31234
ENSG00000186980,KRTAP23-1,1.872,0.31338
ENSG00000188694,KRTAP24-1,1.618,0.45187
ENSG00000232263,KRTAP25-1,1.919,0.061673
ENSG00000197683,KRTAP26-1,1.854,0.32921
ENSG00000206107,KRTAP27-1,1.939,0.020208
ENSG00000212658,KRTAP29-1,1.89,0.29526
ENSG00000212901,KRTAP3-1,1.663,0.016655
ENSG00000212900,KRTAP3-2,1.095,0.40684
ENSG00000212899,KRTAP3-3,1.929,3.0231e-05
ENSG00000198443,KRTAP4-1,1.935,0.11638
ENSG00000212721,KRTAP4-11,1.853,0.0075305
ENSG00000213416,KRTAP4-12,1.781,0.056822
ENSG00000244537,KRTAP4-2,1.854,0.32916
ENSG00000196156,KRTAP4-3,1.946,0.044208
ENSG00000171396,KRTAP4-4,1.953,0.038828
ENSG00000198271,KRTAP4-5,1.679,0.42778
ENSG00000204880,KRTAP4-8,1.448,0.36973
ENSG00000205869,KRTAP5-1,1.882,0.035722
ENSG00000204572,KRTAP5-10,0.986,0.49069
ENSG00000204571,KRTAP5-11,1.923,0.010256
ENSG00000205867,KRTAP5-2,1.887,0.29879
ENSG00000196224,KRTAP5-3,1.547,0.33067
ENSG00000241598,KRTAP5-4,,
ENSG00000205864,KRTAP5-6,1.753,0.062244
ENSG00000244411,KRTAP5-7,1.385,0.39494
ENSG00000241233,KRTAP5-8,1.215,0.33362
ENSG00000254997,KRTAP5-9,1.671,0.078
ENSG00000212938,KRTAP6-3,1.438,0.0071245
ENSG00000274749,KRTAP7-1,1.714,0.14255
ENSG00000183640,KRTAP8-1,1.619,0.04194
ENSG00000240542,KRTAP9-1,1.17,0.00035185
ENSG00000239886,KRTAP9-2,1.394,0.00016453
ENSG00000204873,KRTAP9-3,1.51,8.6424e-05
ENSG00000241595,KRTAP9-4,1.168,0.011576
ENSG00000187272,KRTAP9-8,1.374,0.00089631
ENSG00000163463,KRTCAP2,1.04,0.013862
ENSG00000157992,KRTCAP3,1.379,3.1181e-06
ENSG00000188508,KRTDAP,1.101,0.0012433
ENSG00000141068,KSR1,0.481,0.99219
ENSG00000171435,KSR2,0.318,1.0
ENSG00000198841,KTI12,1.486,0.0011854
ENSG00000126777,KTN1,0.768,2.5053e-05
ENSG00000105700,KXD1,0.943,0.085312
ENSG00000174611,KY,0.767,9.0457e-07
ENSG00000171097,KYAT1,1.075,4.3308e-14
ENSG00000137944,KYAT3,1.152,2.7923e-06
ENSG00000115919,KYNU,1.364,1.0563e-08
ENSG00000240563,L1TD1,1.291,2.956e-06
ENSG00000087299,L2HGDH,0.872,2.0708e-06
ENSG00000126790,L3HYPDH,1.792,8.7196e-14
ENSG00000185513,L3MBTL1,0.84,1.5377e-15
ENSG00000100395,L3MBTL2,0.649,1.9996e-05
ENSG00000198945,L3MBTL3,0.326,1.0
ENSG00000154655,L3MBTL4,0.793,0.00059718
ENSG00000179630,LACC1,1.158,1.3918e-07
ENSG00000135413,LACRT,1.553,2.9138e-05
ENSG00000103642,LACTB,1.047,4.8643e-08
ENSG00000147592,LACTB2,1.386,2.955e-06
ENSG00000159166,LAD1,1.26,6.102200000000001e-19
ENSG00000089692,LAG3,0.893,1.199e-07
ENSG00000167613,LAIR1,1.033,9.1917e-07
ENSG00000167618,LAIR2,1.597,9.3477e-06
ENSG00000167531,LALBA,1.556,6.7913e-05
ENSG00000101680,LAMA1,0.673,5.8922e-35
ENSG00000196569,LAMA2,0.801,1.05e-48
ENSG00000053747,LAMA3,0.734,6.365400000000001e-45
ENSG00000112769,LAMA4,0.709,3.3158e-19
ENSG00000130702,LAMA5,0.779,6.067e-58
ENSG00000091136,LAMB1,0.601,4.9778e-13
ENSG00000172037,LAMB2,0.652,2.2857e-18
ENSG00000196878,LAMB3,0.829,6.2848e-23
ENSG00000091128,LAMB4,1.09,2.0725e-47
ENSG00000135862,LAMC1,0.264,1.0
ENSG00000058085,LAMC2,0.797,1.5550000000000002e-20
ENSG00000050555,LAMC3,0.909,8.7006e-33
ENSG00000185896,LAMP1,0.338,0.99992
ENSG00000078081,LAMP3,1.019,8.1761e-06
ENSG00000125869,LAMP5,1.586,8.5438e-15
ENSG00000149357,LAMTOR1,0.796,0.18628
ENSG00000116586,LAMTOR2,0.546,0.94039
ENSG00000109270,LAMTOR3,1.64,0.0034042
ENSG00000188186,LAMTOR4,1.737,6.4119e-05
ENSG00000134248,LAMTOR5,1.443,0.0069989
ENSG00000115365,LANCL1,1.304,2.423e-15
ENSG00000132434,LANCL2,0.846,7.903e-07
ENSG00000002549,LAP3,0.973,1.0935e-07
ENSG00000068697,LAPTM4A,1.176,0.00068426
ENSG00000104341,LAPTM4B,1.649,2.7544e-06
ENSG00000162511,LAPTM5,0.775,0.11352
ENSG00000133424,LARGE1,0.606,0.00057297
ENSG00000165905,LARGE2,1.132,1.7428999999999997e-21
ENSG00000155506,LARP1,0.405,1.0
ENSG00000138709,LARP1B,0.935,7.7647e-14
ENSG00000161813,LARP4,0.372,0.99994
ENSG00000107929,LARP4B,0.289,1.0
ENSG00000166173,LARP6,0.957,0.00013783
ENSG00000174720,LARP7,1.129,3.3601e-11
ENSG00000133706,LARS1,0.787,1.1516e-13
ENSG00000011376,LARS2,0.808,2.1906e-11
ENSG00000002834,LASP1,0.411,0.99912
ENSG00000213658,LAT,0.474,0.99364
ENSG00000086730,LAT2,0.716,0.0030667
ENSG00000131023,LATS1,0.319,1.0
ENSG00000150457,LATS2,0.493,0.98381
ENSG00000122188,LAX1,1.27,0.00074633
ENSG00000204381,LAYN,1.082,1.0552e-07
ENSG00000213626,LBH,1.071,0.068187
ENSG00000162194,LBHD1,1.281,5.6594e-09
ENSG00000129988,LBP,1.199,6.9772e-14
ENSG00000143815,LBR,0.499,0.97287
ENSG00000138136,LBX1,0.753,0.44531
ENSG00000179528,LBX2,1.749,0.005234
ENSG00000135338,LCA5,0.883,2.7619e-07
ENSG00000157578,LCA5L,1.101,1.0343e-05
ENSG00000213398,LCAT,0.568,0.76515
ENSG00000186844,LCE1A,1.271,0.10525
ENSG00000196734,LCE1B,1.878,0.036734
ENSG00000197084,LCE1C,1.929,0.00057077
ENSG00000172155,LCE1D,1.869,0.016485
ENSG00000186226,LCE1E,1.635,0.040137
ENSG00000240386,LCE1F,1.662,0.0013264
ENSG00000187173,LCE2A,1.818,0.35539
ENSG00000159455,LCE2B,1.86,0.32393
ENSG00000187180,LCE2C,1.841,0.33951
ENSG00000187223,LCE2D,1.818,0.35539
ENSG00000185962,LCE3A,1.858,0.32584
ENSG00000163202,LCE3D,,
ENSG00000185966,LCE3E,1.855,0.18789
ENSG00000187170,LCE4A,1.94,0.10893
ENSG00000186207,LCE5A,1.914,0.1395
ENSG00000235942,LCE6A,1.952,0.0063455
ENSG00000182866,LCK,0.332,1.0
ENSG00000172954,LCLAT1,0.68,0.14108
ENSG00000205629,LCMT1,0.956,0.0002533
ENSG00000168806,LCMT2,1.001,2.262e-09
ENSG00000160349,LCN1,1.621,2.7619e-10
ENSG00000187922,LCN10,1.099,8.4e-05
ENSG00000184925,LCN12,1.079,0.00039953
ENSG00000177984,LCN15,1.788,2.8334e-09
ENSG00000148346,LCN2,1.358,8.9412e-10
ENSG00000267206,LCN6,1.26,3.9442e-06
ENSG00000204001,LCN8,1.092,9.0614e-05
ENSG00000214402,LCNL1,1.95,6.5942e-06
ENSG00000196233,LCOR,0.338,1.0
ENSG00000136167,LCP1,0.39,0.99997
ENSG00000043462,LCP2,0.465,0.99679
ENSG00000115850,LCT,0.62,1.7232e-11
ENSG00000011638,LDAF1,1.037,0.046586
ENSG00000118961,LDAH,1.17,1.2667e-08
ENSG00000198728,LDB1,0.24,1.0
ENSG00000169744,LDB2,0.435,0.99816
ENSG00000122367,LDB3,0.864,1.5098e-11
ENSG00000134333,LDHA,0.613,0.77417
ENSG00000166800,LDHAL6A,0.975,0.00036214
ENSG00000171989,LDHAL6B,1.859,0.09075
ENSG00000111716,LDHB,0.927,0.0038705
ENSG00000166796,LDHC,1.867,0.0027899
ENSG00000166816,LDHD,1.313,1.9554e-20
ENSG00000130164,LDLR,1.091,1.2477e-30
ENSG00000203985,LDLRAD1,1.142,1.5269e-06
ENSG00000187942,LDLRAD2,1.46,6.1487e-10
ENSG00000179241,LDLRAD3,1.033,3.4604e-06
ENSG00000157978,LDLRAP1,1.083,1.2791e-08
ENSG00000164406,LEAP2,1.869,3.6189e-06
ENSG00000145826,LECT2,1.071,0.068306
ENSG00000138795,LEF1,0.459,0.99641
ENSG00000243709,LEFTY1,1.447,1.4058e-07
ENSG00000143768,LEFTY2,0.703,0.35464
ENSG00000197980,LEKR1,1.212,0.00012216
ENSG00000203784,LELP1,1.938,0.04991
ENSG00000186007,LEMD1,1.725,0.00016949
ENSG00000161904,LEMD2,0.978,1.4191e-08
ENSG00000174106,LEMD3,0.584,0.40017
ENSG00000163352,LENEP,1.598,0.044465
ENSG00000105617,LENG1,1.594,1.4983e-13
ENSG00000167615,LENG8,0.375,1.0
ENSG00000275183,LENG9,1.838,0.34161
ENSG00000166477,LEO1,0.488,0.98948
ENSG00000174697,LEP,1.139,0.0070307
ENSG00000116678,LEPR,0.589,9.3179e-05
ENSG00000213625,LEPROT,0.618,0.86661
ENSG00000104660,LEPROTL1,1.761,0.027237
ENSG00000168924,LETM1,0.881,1.3697e-11
ENSG00000165046,LETM2,1.246,7.0008e-12
ENSG00000050426,LETMD1,0.972,1.4051e-06
ENSG00000213921,LEUTX,1.838,0.045478
ENSG00000162398,LEXM,1.196,6.3472e-16
ENSG00000106003,LFNG,0.755,0.02119
ENSG00000100097,LGALS1,1.479,1.9015e-05
ENSG00000133317,LGALS12,1.27,4.3942e-12
ENSG00000105198,LGALS13,1.433,5.7819e-05
ENSG00000006659,LGALS14,1.605,2.1776e-05
ENSG00000249861,LGALS16,1.824,2.0783e-06
ENSG00000100079,LGALS2,1.169,0.022463
ENSG00000131981,LGALS3,1.152,0.000202
ENSG00000108679,LGALS3BP,1.591,2.0948e-11
ENSG00000171747,LGALS4,1.179,2.529e-12
ENSG00000178934,LGALS7B,0.972,0.60474
ENSG00000116977,LGALS8,1.355,2.1776e-09
ENSG00000168961,LGALS9,1.018,2.2743e-06
ENSG00000170298,LGALS9B,0.743,0.30366
ENSG00000171916,LGALS9C,0.552,0.93404
ENSG00000119862,LGALSL,1.043,0.0010957
ENSG00000108231,LGI1,0.33,1.0
ENSG00000153012,LGI2,0.807,9.3373e-05
ENSG00000168481,LGI3,1.067,5.574e-14
ENSG00000153902,LGI4,1.255,5.8785e-12
ENSG00000100600,LGMN,0.852,0.0002713
ENSG00000205213,LGR4,0.726,0.01186
ENSG00000139292,LGR5,0.739,0.0010146
ENSG00000133067,LGR6,0.886,4.0125e-10
ENSG00000146166,LGSN,1.694,4.6915e-08
ENSG00000104826,LHB,1.603,0.00012773
ENSG00000138039,LHCGR,1.056,4.121e-11
ENSG00000145685,LHFPL2,0.745,0.38008
ENSG00000187416,LHFPL3,0.547,0.94042
ENSG00000156959,LHFPL4,0.593,0.87092
ENSG00000197753,LHFPL5,0.976,0.0040054
ENSG00000183722,LHFPL6,0.811,0.11006
ENSG00000107902,LHPP,1.263,3.5133e-08
ENSG00000273706,LHX1,0.552,0.92103
ENSG00000106689,LHX2,0.368,0.99966
ENSG00000107187,LHX3,1.024,3.9422e-06
ENSG00000121454,LHX4,0.589,0.57061
ENSG00000089116,LHX5,0.42,0.99755
ENSG00000106852,LHX6,0.593,0.67826
ENSG00000162624,LHX8,0.519,0.96542
ENSG00000143355,LHX9,0.411,0.99936
ENSG00000121897,LIAS,0.988,2.9116e-07
ENSG00000128342,LIF,1.074,0.010816
ENSG00000113594,LIFR,0.798,5.0234e-10
ENSG00000105486,LIG1,0.722,7.2353e-12
ENSG00000005156,LIG3,0.627,5.7013e-07
ENSG00000174405,LIG4,1.043,0.00015627
ENSG00000104974,LILRA1,1.281,1.7974e-18
ENSG00000239998,LILRA2,1.27,1.0186e-15
ENSG00000239961,LILRA4,1.28,7.7451e-19
ENSG00000187116,LILRA5,1.094,2.5368e-09
ENSG00000104972,LILRB1,1.078,3.3253e-18
ENSG00000131042,LILRB2,0.863,5.0036e-11
ENSG00000105609,LILRB5,1.141,1.3473e-19
ENSG00000105370,LIM2,1.079,0.00039658
ENSG00000050405,LIMA1,1.038,1.0262e-12
ENSG00000064042,LIMCH1,0.768,1.0408e-18
ENSG00000144791,LIMD1,0.522,0.92922
ENSG00000136490,LIMD2,1.071,0.0030669
ENSG00000203896,LIME1,1.961,1.1005e-11
ENSG00000106683,LIMK1,0.338,1.0
ENSG00000182541,LIMK2,0.582,0.13421
ENSG00000072163,LIMS2,0.985,2.3078e-08
ENSG00000131914,LIN28A,0.831,0.03641
ENSG00000187772,LIN28B,0.411,0.99355
ENSG00000267796,LIN37,0.882,8.5862e-05
ENSG00000205659,LIN52,1.786,0.055804
ENSG00000189308,LIN54,0.204,1.0
ENSG00000111052,LIN7A,1.381,1.5754e-05
ENSG00000104863,LIN7B,1.148,0.00020828
ENSG00000148943,LIN7C,1.219,0.00050009
ENSG00000183814,LIN9,0.196,1.0
ENSG00000169783,LINGO1,0.55,0.91229
ENSG00000213171,LINGO4,1.137,7.9143e-07
ENSG00000140471,LINS1,0.867,3.8578e-05
ENSG00000107798,LIPA,1.377,1.1486e-07
ENSG00000166035,LIPC,1.102,1.2404e-10
ENSG00000079435,LIPE,0.932,2.3391e-17
ENSG00000182333,LIPF,1.137,0.0071234
ENSG00000101670,LIPG,0.883,1.5388e-08
ENSG00000163898,LIPH,0.811,0.0074261
ENSG00000188992,LIPI,1.875,6.1337e-08
ENSG00000204021,LIPK,1.04,3.0889e-06
ENSG00000173239,LIPM,1.238,2.1148e-09
ENSG00000204020,LIPN,1.072,0.00082245
ENSG00000144182,LIPT1,1.188,4.1526e-07
ENSG00000175536,LIPT2,1.954,3.176e-08
ENSG00000189067,LITAF,1.017,0.01649
ENSG00000145721,LIX1,1.007,1.883e-05
ENSG00000271601,LIX1L,0.964,0.0045377
ENSG00000171695,LKAAEAR1,1.963,8.0515e-10
ENSG00000165131,LLCFC1,1.878,1.209e-06
ENSG00000131899,LLGL1,0.668,3.5128e-08
ENSG00000073350,LLGL2,0.816,8.521700000000001e-19
ENSG00000139233,LLPH,1.076,0.19202
ENSG00000074695,LMAN1,0.682,0.00066039
ENSG00000140506,LMAN1L,1.278,5.9816e-20
ENSG00000169223,LMAN2,0.752,0.001068
ENSG00000114988,LMAN2L,0.896,6.6162e-05
ENSG00000105983,LMBR1,1.381,1.3374e-06
ENSG00000139636,LMBR1L,0.838,7.1376e-09
ENSG00000168216,LMBRD1,1.184,1.0849e-10
ENSG00000164187,LMBRD2,0.773,0.00060839
ENSG00000071282,LMCD1,0.972,1.66e-08
ENSG00000103227,LMF1,1.436,5.1904e-27
ENSG00000100258,LMF2,1.674,3.4955e-49
ENSG00000160789,LMNA,0.412,0.99995
ENSG00000113368,LMNB1,0.55,0.86621
ENSG00000176619,LMNB2,0.399,0.99996
ENSG00000152936,LMNTD1,1.04,4.2105e-07
ENSG00000185522,LMNTD2,1.752,1.142e-37
ENSG00000166407,LMO1,0.946,0.029661
ENSG00000135363,LMO2,1.118,0.00027359
ENSG00000048540,LMO3,0.506,0.95474
ENSG00000143013,LMO4,0.33,0.99484
ENSG00000136153,LMO7,0.644,4.3674e-10
ENSG00000163431,LMOD1,0.379,0.9998
ENSG00000170807,LMOD2,0.984,2.1062e-06
ENSG00000163380,LMOD3,0.948,3.5031e-07
ENSG00000164715,LMTK2,0.408,1.0
ENSG00000142235,LMTK3,0.517,0.89384
ENSG00000162761,LMX1A,0.476,0.99395
ENSG00000136944,LMX1B,0.409,0.99956
ENSG00000206535,LNP1,1.349,0.00021469
ENSG00000113441,LNPEP,0.607,0.051329
ENSG00000144320,LNPK,0.964,0.0025083
ENSG00000072201,LNX1,0.938,1.339e-13
ENSG00000139517,LNX2,0.69,9.3302e-05
ENSG00000196365,LONP1,0.448,0.99964
ENSG00000102910,LONP2,0.906,2.4477e-13
ENSG00000154359,LONRF1,0.655,0.0010493
ENSG00000170500,LONRF2,0.916,3.5383e-08
ENSG00000203782,LORICRIN,1.938,0.0012634
ENSG00000113083,LOX,0.503,0.97977
ENSG00000167210,LOXHD1,0.896,1.5697e-51
ENSG00000129038,LOXL1,1.065,2.7524e-07
ENSG00000134013,LOXL2,0.899,3.9331e-16
ENSG00000115318,LOXL3,0.791,1.2603e-12
ENSG00000138131,LOXL4,0.944,1.8995e-18
ENSG00000198670,LPA,1.183,3.841e-69
ENSG00000198121,LPAR1,0.389,0.99786
ENSG00000064547,LPAR2,0.977,0.012815
ENSG00000171517,LPAR3,0.623,0.7777
ENSG00000184574,LPAR5,1.737,0.40136
ENSG00000139679,LPAR6,1.117,3.4548e-05
ENSG00000153395,LPCAT1,0.564,0.52503
ENSG00000087253,LPCAT2,1.188,2.0808e-12
ENSG00000111684,LPCAT3,0.485,0.99079
ENSG00000176454,LPCAT4,0.616,0.01067
ENSG00000123684,LPGAT1,0.289,0.99996
ENSG00000134324,LPIN1,0.784,9.1879e-12
ENSG00000101577,LPIN2,0.582,0.0016729
ENSG00000132793,LPIN3,0.996,1.2465e-23
ENSG00000175445,LPL,1.075,3.1242e-12
ENSG00000167419,LPO,1.234,6.8685e-25
ENSG00000145012,LPP,0.765,2.5196e-06
ENSG00000110031,LPXN,0.787,0.00068047
ENSG00000121207,LRAT,1.214,0.0010654
ENSG00000162981,LRATD1,1.077,0.019841
ENSG00000168672,LRATD2,1.612,3.4947e-06
ENSG00000198589,LRBA,0.515,0.0099554
ENSG00000136141,LRCH1,0.478,0.9938
ENSG00000186001,LRCH3,0.874,1.0129e-11
ENSG00000077454,LRCH4,0.873,1.6925e-13
ENSG00000204583,LRCOL1,1.468,1.1722e-07
ENSG00000128011,LRFN1,1.125,1.8943e-06
ENSG00000156564,LRFN2,0.731,0.010406
ENSG00000126243,LRFN3,1.102,0.0023945
ENSG00000173621,LRFN4,0.805,0.033064
ENSG00000165379,LRFN5,0.629,0.16948
ENSG00000171236,LRG1,1.748,0.24694
ENSG00000121931,LRIF1,0.77,5.574e-06
ENSG00000144749,LRIG1,0.646,2.8033e-06
ENSG00000198799,LRIG2,0.95,7.349e-19
ENSG00000139263,LRIG3,0.805,1.3992e-15
ENSG00000148602,LRIT1,1.415,2.5133e-09
ENSG00000204033,LRIT2,1.379,2.087e-08
ENSG00000183423,LRIT3,1.144,3.0401e-06
ENSG00000148655,LRMDA,0.958,0.00024724
ENSG00000123384,LRP1,0.118,1.0
ENSG00000197324,LRP10,0.887,3.8725e-10
ENSG00000120256,LRP11,1.06,8.9423e-06
ENSG00000147650,LRP12,0.291,1.0
ENSG00000168702,LRP1B,0.419,1.0
ENSG00000081479,LRP2,0.352,1.0
ENSG00000109771,LRP2BP,1.127,2.1549e-07
ENSG00000130881,LRP3,1.252,1.2906e-16
ENSG00000134569,LRP4,0.501,0.010613
ENSG00000162337,LRP5,0.482,0.9406
ENSG00000070018,LRP6,0.27,1.0
ENSG00000157193,LRP8,0.524,0.4141
ENSG00000163956,LRPAP1,1.375,2.9788e-15
ENSG00000138095,LRPPRC,0.808,2.1588e-11
ENSG00000165501,LRR1,1.261,1.4969e-09
ENSG00000137269,LRRC1,0.643,0.23635
ENSG00000198812,LRRC10,0.935,0.14408
ENSG00000204950,LRRC10B,1.894,0.075122
ENSG00000160959,LRRC14,1.043,8.0855e-05
ENSG00000185028,LRRC14B,1.946,2.6284e-12
ENSG00000172061,LRRC15,1.824,0.00060013
ENSG00000128606,LRRC17,1.037,1.9928e-09
ENSG00000184434,LRRC19,0.995,0.00027955
ENSG00000163827,LRRC2,0.939,4.9202e-06
ENSG00000172731,LRRC20,1.177,0.0013714
ENSG00000010626,LRRC23,0.976,1.9352e-07
ENSG00000254402,LRRC24,1.89,4.9611e-08
ENSG00000175489,LRRC25,0.566,0.91612
ENSG00000184709,LRRC26,1.986,1.4163e-10
ENSG00000148814,LRRC27,1.329,1.7795e-19
