gene_symbol,ensembl_id,is_surface_protein,has_transmembrane_domain,has_extracellular_domain,extracellular_length,is_cspa_confirmed,is_surfy_predicted,is_druggable,druggable_pathway,in_gwt_top15_shortlist
NEU1,ENSG00000204386,False,False,False,0.0,True,False,True,DRUGGABLE GENOME;ENZYME,False
NEURL1,ENSG00000107954,False,False,False,,False,False,False,,False
NF1,ENSG00000196712,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE,False
NFAM1,ENSG00000235568,True,True,True,121.0,False,True,False,,False
NFASC,ENSG00000163531,True,True,True,1193.0,True,True,False,,False
NFATC3,ENSG00000072736,False,False,False,,False,False,True,DRUGGABLE GENOME;TRANSCRIPTION FACTOR COMPLEX,False
NFE2L1,ENSG00000082641,False,False,False,0.0,False,False,False,,False
NFE2L3,ENSG00000050344,False,False,False,,False,False,False,,False
NFIA,ENSG00000162599,False,False,False,,False,False,False,,False
NFKB1,ENSG00000109320,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR;TRANSCRIPTION FACTOR COMPLEX,False
NFKBIA,ENSG00000100906,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME,False
NFXL1,ENSG00000170448,False,False,False,0.0,False,False,False,,False
NGLY1,ENSG00000151092,False,False,False,,False,False,False,,False
NHLRC2,ENSG00000196865,False,False,False,,False,False,False,,False
NHLRC3,ENSG00000188811,False,False,False,,False,False,False,,False
NID2,ENSG00000087303,False,False,False,,True,False,True,DRUGGABLE GENOME,False
NIF3L1,ENSG00000196290,False,False,False,,False,False,False,,False
NINJ1,ENSG00000131669,True,True,True,92.0,False,False,False,,False
NINJ2,ENSG00000171840,True,True,True,76.0,False,False,False,,False
NIPA1,ENSG00000170113,True,True,True,79.0,False,False,False,,False
NIPA2,ENSG00000140157,True,True,True,61.0,False,False,False,,False
NIPAL1,ENSG00000163293,True,True,True,118.0,False,True,False,,False
NIPAL2,ENSG00000104361,True,True,False,0.0,False,True,False,,False
NIPAL3,ENSG00000001461,True,True,False,0.0,False,True,False,,False
NIPAL4,ENSG00000172548,True,True,True,104.0,False,True,False,,False
NIPBL,ENSG00000164190,False,False,False,,False,False,False,,False
NISCH,ENSG00000010322,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE,False
NKG7,ENSG00000105374,True,True,False,0.0,False,False,False,,False
NKIRAS2,ENSG00000168256,False,False,False,,False,False,False,,False
NLGN2,ENSG00000169992,True,True,True,663.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
NLGN3,ENSG00000196338,True,True,True,672.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME,False
NLK,ENSG00000087095,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR,False
NLN,ENSG00000123213,False,False,False,,False,False,True,DRUGGABLE GENOME;PROTEASE,False
NLRC5,ENSG00000140853,False,False,False,,False,False,False,,False
NLRP1,ENSG00000091592,False,False,False,,False,False,False,,False
NLRP2,ENSG00000022556,False,False,False,,False,False,False,,False
NLRP3,ENSG00000162711,False,False,False,,False,False,True,DRUGGABLE GENOME,False
NLRP6,ENSG00000174885,False,False,False,,False,False,False,,False
NLRX1,ENSG00000160703,False,False,False,,False,False,False,,False
NMB,ENSG00000197696,False,False,False,,False,False,True,DRUGGABLE GENOME;HORMONE ACTIVITY,False
NMRAL1,ENSG00000153406,False,False,False,,False,False,False,,False
NMUR1,ENSG00000171596,True,True,True,141.0,True,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
NNAT,ENSG00000053438,False,False,False,0.0,False,False,False,,False
NNT,ENSG00000112992,True,True,False,0.0,False,False,False,,False
NOBOX,ENSG00000106410,False,False,False,,False,False,False,,False
NOC2L,ENSG00000188976,False,False,False,,False,False,False,,False
NOD1,ENSG00000106100,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME,False
NOD2,ENSG00000167207,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME;KINASE,False
NOG,ENSG00000183691,False,False,False,,False,False,True,DRUGGABLE GENOME,False
NOM1,ENSG00000146909,False,False,False,,False,False,False,,False
NOMO1,ENSG00000103512,True,True,True,1124.0,False,False,False,,False
NOMO2,ENSG00000185164,False,False,False,0.0,False,False,False,,False
NOP14,ENSG00000087269,False,False,False,,False,False,False,,False
NOP9,ENSG00000196943,False,False,False,,False,False,True,DRUGGABLE GENOME,False
NOS1,ENSG00000089250,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
NOS3,ENSG00000164867,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
NOTCH1,ENSG00000148400,True,True,True,1717.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;TRANSPORTER,False
NOTCH2,ENSG00000134250,True,True,True,1652.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME,False
NPAS1,ENSG00000130751,False,False,False,,False,False,False,,False
NPAS2,ENSG00000170485,False,False,False,,False,False,False,,False
NPC1,ENSG00000141458,True,True,False,0.0,True,True,True,DRUGGABLE GENOME;TRANSPORTER,False
NPC2,ENSG00000119655,False,False,False,,False,False,False,,False
NPDC1,ENSG00000107281,False,False,False,0.0,False,False,False,,False
NPEPL1,ENSG00000215440,False,False,False,,False,False,False,,False
NPHP3,ENSG00000113971,False,False,False,,False,False,False,,False
NPHP4,ENSG00000131697,False,False,False,,False,False,False,,False
NPIPA1,ENSG00000183426,True,True,False,0.0,False,False,False,,False
NPIPA5,ENSG00000183793,False,False,False,,False,False,False,,False
NPIPA7,ENSG00000214967,False,False,False,,False,False,False,,False
NPIPA8,ENSG00000214940,False,False,False,,False,False,False,,False
NPIPB3,ENSG00000169246,False,False,False,0.0,False,False,False,,False
NPIPB4,ENSG00000185864,False,False,False,0.0,False,False,False,,False
NPIPB5,ENSG00000243716,False,False,False,0.0,False,False,False,,False
NPL,ENSG00000135838,False,False,False,,False,False,False,,False
NPR2,ENSG00000159899,True,True,True,436.0,True,True,True,DRUGGABLE GENOME;KINASE,False
NPRL2,ENSG00000114388,False,False,False,,False,False,False,,False
NPRL3,ENSG00000103148,False,False,False,,False,False,False,,False
NPTN,ENSG00000156642,True,True,True,311.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
NPTXR,ENSG00000221890,True,True,True,477.0,False,False,False,,False
NQO2,ENSG00000124588,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
NR2C1,ENSG00000120798,False,False,False,,False,False,True,DRUGGABLE GENOME;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR,False
NR2C2,ENSG00000177463,False,False,False,,False,False,True,DRUGGABLE GENOME;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR,False
NR3C1,ENSG00000113580,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR,False
NR4A1,ENSG00000123358,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR;TRANSCRIPTION FACTOR COMPLEX,False
NR4A2,ENSG00000153234,False,False,False,,False,False,True,DRUGGABLE GENOME;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR;TRANSCRIPTION FACTOR COMPLEX,False
NR5A2,ENSG00000116833,False,False,False,,False,False,True,DRUGGABLE GENOME;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR,False
NRCAM,ENSG00000091129,True,True,True,1143.0,True,True,False,,False
NRG2,ENSG00000158458,True,True,True,294.0,False,True,True,DRUGGABLE GENOME;GROWTH FACTOR;KINASE,False
NRG4,ENSG00000169752,True,True,True,62.0,False,True,True,DRUGGABLE GENOME;GROWTH FACTOR;KINASE,False
NRM,ENSG00000137404,True,True,False,0.0,False,False,False,,False
NRN1,ENSG00000124785,False,False,False,,False,True,False,,False
NRP2,ENSG00000118257,True,True,True,844.0,True,True,False,,False
NRROS,ENSG00000174004,True,True,True,632.0,False,True,False,,False
NSD2,ENSG00000109685,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;ENZYME,False
NSDHL,ENSG00000147383,False,False,False,0.0,False,False,True,DRUGGABLE GENOME;ENZYME,False
NSG1,ENSG00000168824,False,False,False,0.0,False,False,False,,False
NSL1,ENSG00000117697,False,False,False,,False,False,False,,False
NSMF,ENSG00000165802,False,False,False,,False,False,False,,False
NT5C2,ENSG00000076685,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;ENZYME,False
NT5E,ENSG00000135318,False,False,False,0.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;ENZYME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
NTMT1,ENSG00000148335,False,False,False,,False,False,False,,False
NTN4,ENSG00000074527,False,False,False,,False,False,True,DRUGGABLE GENOME,False
NTNG2,ENSG00000196358,False,False,False,,False,True,False,,False
NTRK1,ENSG00000198400,True,True,True,391.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;KINASE;TYROSINE KINASE,False
NTRK2,ENSG00000148053,True,True,True,399.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;TYROSINE KINASE,False
NTRK3,ENSG00000140538,True,True,True,398.0,True,True,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;ENZYME;KINASE;TYROSINE KINASE,False
NUAK1,ENSG00000074590,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
NUAK2,ENSG00000163545,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
NUCB2,ENSG00000070081,False,False,False,,False,False,True,DRUGGABLE GENOME,False
NUDT13,ENSG00000166321,False,False,False,,False,False,False,,False
NUDT14,ENSG00000183828,False,False,False,,False,False,False,,False
NUDT18,ENSG00000275074,False,False,False,,False,False,False,,False
NUDT22,ENSG00000149761,False,False,False,,False,False,False,,False
NUDT7,ENSG00000140876,False,False,False,,False,False,False,,False
NUDT8,ENSG00000167799,False,False,False,,False,False,False,,False
NUP188,ENSG00000095319,False,False,False,,False,False,False,,False
NUP210,ENSG00000132182,False,False,False,0.0,True,True,True,DRUGGABLE GENOME,False
NUP42,ENSG00000136243,False,False,False,,False,False,False,,False
NUP50,ENSG00000093000,False,False,False,0.0,False,False,False,,False
NUPR1,ENSG00000176046,False,False,False,,False,False,False,,False
NUS1,ENSG00000153989,True,True,False,0.0,False,False,False,,False
NXPE3,ENSG00000144815,False,False,False,,False,False,False,,False
OAF,ENSG00000184232,False,False,False,,False,False,False,,False
OAT,ENSG00000065154,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
OAZ2,ENSG00000180304,False,False,False,,False,False,False,,False
OBSCN,ENSG00000154358,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
OCEL1,ENSG00000099330,False,False,False,0.0,False,False,False,,False
OCIAD1,ENSG00000109180,False,False,False,,False,False,False,,False
OCIAD2,ENSG00000145247,False,False,False,,False,False,False,,False
ODF2,ENSG00000136811,False,False,False,,False,False,False,,False
ODR4,ENSG00000157181,True,True,False,0.0,False,False,True,DRUGGABLE GENOME,False
OGDH,ENSG00000105953,False,False,False,,False,False,False,,False
OGG1,ENSG00000114026,False,False,False,,False,False,False,,False
OLA1,ENSG00000138430,False,False,False,,False,False,False,,False
OLAH,ENSG00000152463,False,False,False,,False,False,False,,False
OMA1,ENSG00000162600,False,False,False,0.0,False,False,False,,False
OPA1,ENSG00000198836,False,False,False,0.0,False,False,False,,False
OPA3,ENSG00000125741,False,False,False,,False,False,False,,False
OPN1SW,ENSG00000128617,True,True,True,78.0,False,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
OPN3,ENSG00000054277,True,True,True,87.0,False,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
OPRL1,ENSG00000125510,True,True,True,101.0,False,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR;KINASE,False
OPRM1,ENSG00000112038,True,True,True,110.0,False,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR;KINASE,False
OR4D1,ENSG00000141194,True,True,True,94.0,False,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
ORAI1,ENSG00000276045,True,True,True,54.0,False,False,False,,False
ORAI2,ENSG00000160991,True,True,False,0.0,False,False,False,,False
ORAI3,ENSG00000175938,True,True,False,0.0,False,False,False,,False
ORC5,ENSG00000164815,False,False,False,,False,False,False,,False
ORMDL1,ENSG00000128699,True,True,True,2.0,False,False,False,,False
ORMDL2,ENSG00000123353,True,True,True,27.0,False,False,False,,False
ORMDL3,ENSG00000172057,True,True,False,0.0,False,False,False,,False
OS9,ENSG00000135506,False,False,False,,False,False,False,,False
OSBPL10,ENSG00000144645,False,False,False,,False,False,False,,False
OSBPL2,ENSG00000130703,False,False,False,,False,False,False,,False
OSBPL5,ENSG00000021762,False,False,False,0.0,False,False,False,,False
OSBPL8,ENSG00000091039,False,False,False,0.0,False,False,False,,False
OSBPL9,ENSG00000117859,False,False,False,,False,False,False,,False
OSCAR,ENSG00000170909,False,False,False,,True,False,False,,False
OSGEP,ENSG00000092094,False,False,False,,False,False,False,,False
OSGEPL1,ENSG00000128694,False,False,False,,False,False,False,,False
OSM,ENSG00000099985,False,False,False,,False,False,True,DRUGGABLE GENOME;GROWTH FACTOR,False
OSMR,ENSG00000145623,True,True,True,713.0,True,True,False,,False
OSR2,ENSG00000164920,False,False,False,,False,False,False,,False
OST4,ENSG00000228474,False,False,False,0.0,False,False,False,,False
OSTC,ENSG00000198856,True,True,True,41.0,False,False,False,,False
OSTM1,ENSG00000081087,False,False,False,0.0,True,True,False,,False
OTOF,ENSG00000115155,True,True,True,13.0,False,False,False,,False
OTUB1,ENSG00000167770,False,False,False,,False,False,False,,False
OTUD5,ENSG00000068308,False,False,False,,False,False,False,,False
OTULINL,ENSG00000145569,False,False,False,,False,False,False,,False
OVCA2,ENSG00000262664,False,False,False,,False,False,False,,False
OVGP1,ENSG00000085465,False,False,False,,False,False,True,DRUGGABLE GENOME,False
OXA1L,ENSG00000155463,True,True,False,0.0,False,False,False,,False
OXNAD1,ENSG00000154814,False,False,False,,False,False,True,DRUGGABLE GENOME,False
OXSM,ENSG00000151093,False,False,False,,False,False,False,,False
OXSR1,ENSG00000172939,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
P2RX1,ENSG00000108405,True,True,True,288.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;ION CHANNEL,False
P2RX4,ENSG00000135124,True,True,True,284.0,True,True,True,DRUGGABLE GENOME;ION CHANNEL,False
P2RX5,ENSG00000083454,True,True,True,268.0,False,False,True,DRUGGABLE GENOME;ION CHANNEL,False
P2RX7,ENSG00000089041,True,True,True,282.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;ION CHANNEL;NUCLEAR HORMONE RECEPTOR,False
P2RY10,ENSG00000078589,True,True,True,99.0,True,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
P2RY11,ENSG00000244165,True,True,True,141.0,True,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
P2RY12,ENSG00000169313,True,True,True,84.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
P2RY13,ENSG00000181631,True,True,True,124.0,False,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
P2RY14,ENSG00000174944,True,True,True,100.0,False,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
P2RY8,ENSG00000182162,True,True,True,74.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
P4HA1,ENSG00000122884,False,False,False,,True,False,True,DRUGGABLE GENOME;ENZYME,False
P4HA2,ENSG00000072682,False,False,False,,True,False,False,,False
P4HB,ENSG00000185624,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;EXTERNAL SIDE OF PLASMA MEMBRANE;THIOREDOXIN,False
P4HTM,ENSG00000178467,False,False,False,0.0,False,False,True,DRUGGABLE GENOME;TRANSCRIPTION FACTOR,False
PAAF1,ENSG00000175575,False,False,False,0.0,False,False,False,,False
PABIR3,ENSG00000156500,False,False,False,,False,False,False,,False
PABPC1L,ENSG00000101104,False,False,False,,False,False,False,,False
PABPC4,ENSG00000090621,False,False,False,,False,False,False,,False
PACC1,ENSG00000065600,True,True,True,216.0,False,False,False,,False
PADI4,ENSG00000159339,False,False,False,,False,False,False,,False
PAFAH2,ENSG00000158006,False,False,False,,False,False,False,,False
PAIP1,ENSG00000172239,False,False,False,,False,False,False,,False
PAK1,ENSG00000149269,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PAK2,ENSG00000180370,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PAK3,ENSG00000077264,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PAK4,ENSG00000130669,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PALD1,ENSG00000107719,False,False,False,,False,False,False,,False
PANK1,ENSG00000152782,False,False,False,,False,False,False,,False
PANK2,ENSG00000125779,False,False,False,0.0,False,False,False,,False
PANK3,ENSG00000120137,False,False,False,,False,False,False,,False
PANK4,ENSG00000157881,False,False,False,,False,False,False,,False
PANX1,ENSG00000110218,True,True,True,73.0,True,True,False,,False
PANX2,ENSG00000073150,True,True,True,96.0,False,True,False,,False
PAOX,ENSG00000148832,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PAPOLA,ENSG00000090060,True,True,False,0.0,False,False,False,,False
PAPOLG,ENSG00000115421,False,False,False,,False,False,False,,False
PAPSS1,ENSG00000138801,False,False,False,,False,False,False,,False
PAPSS2,ENSG00000198682,False,False,False,,False,False,False,,False
PAQR3,ENSG00000163291,True,True,False,0.0,False,False,False,,False
PAQR4,ENSG00000162073,True,True,False,0.0,False,False,False,,False
PAQR6,ENSG00000160781,True,True,True,75.0,False,False,False,,False
PAQR7,ENSG00000182749,True,True,True,48.0,False,False,False,,False
PAQR8,ENSG00000170915,True,True,True,66.0,False,False,False,,False
PARK7,ENSG00000116288,False,False,False,,False,False,False,,False
PARL,ENSG00000175193,True,True,False,0.0,False,False,False,,False
PARN,ENSG00000140694,False,False,False,,False,False,False,,False
PARP14,ENSG00000173193,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PARP15,ENSG00000173200,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PARP16,ENSG00000138617,False,False,False,0.0,False,False,True,DRUGGABLE GENOME,False
PARP3,ENSG00000041880,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME,False
PARP4,ENSG00000102699,False,False,False,,False,False,True,DNA REPAIR;DRUGGABLE GENOME,False
PARP9,ENSG00000138496,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
PARVB,ENSG00000188677,False,False,False,,False,False,False,,False
PARVG,ENSG00000138964,False,False,False,,False,False,False,,False
PASK,ENSG00000115687,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PATJ,ENSG00000132849,False,False,False,,False,False,False,,False
PATL1,ENSG00000166889,False,False,False,,False,False,False,,False
PATL2,ENSG00000229474,False,False,False,,False,False,False,,False
PAX6,ENSG00000007372,False,False,False,0.0,False,False,False,,False
PBLD,ENSG00000108187,False,False,False,,False,False,False,,False
PBX3,ENSG00000167081,False,False,False,,False,False,False,,False
PBXIP1,ENSG00000163346,False,False,False,,True,False,False,,False
PCBP4,ENSG00000090097,False,False,False,,False,False,False,,False
PCCA,ENSG00000175198,False,False,False,,False,False,False,,False
PCCB,ENSG00000114054,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
PCDH12,ENSG00000113555,True,True,True,694.0,False,True,False,,False
PCGF1,ENSG00000115289,False,False,False,,False,False,False,,False
PCGF3,ENSG00000185619,False,False,False,0.0,False,False,False,,False
PCMT1,ENSG00000120265,False,False,False,,False,False,False,,False
PCNT,ENSG00000160299,False,False,False,,False,False,False,,False
PCNX1,ENSG00000100731,True,True,False,0.0,False,False,False,,False
PCNX2,ENSG00000135749,True,True,False,0.0,False,False,False,,False
PCNX3,ENSG00000197136,True,True,False,0.0,False,False,False,,False
PCNX4,ENSG00000126773,True,True,False,0.0,False,False,False,,False
PCSK1N,ENSG00000102109,False,False,False,,False,False,True,DRUGGABLE GENOME;PROTEASE INHIBITOR,False
PCSK5,ENSG00000099139,True,True,True,1629.0,False,True,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
PCSK6,ENSG00000140479,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME;ENZYME;PROTEASE,False
PCSK7,ENSG00000160613,True,True,True,526.0,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;PROTEASE,False
PCYOX1,ENSG00000116005,False,False,False,,True,False,True,DRUGGABLE GENOME,False
PCYOX1L,ENSG00000145882,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PDCD1,ENSG00000188389,True,True,True,146.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;ION CHANNEL,False
PDCD1LG2,ENSG00000197646,True,True,True,201.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
PDCD6,ENSG00000249915,False,False,False,,False,False,False,,False
PDE1B,ENSG00000123360,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
PDE3B,ENSG00000152270,True,True,False,0.0,False,False,True,DRUGGABLE GENOME;ENZYME,False
PDE4A,ENSG00000065989,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
PDE4B,ENSG00000184588,False,False,False,,True,False,True,DRUGGABLE GENOME;ENZYME,False
PDE6B,ENSG00000133256,False,False,False,0.0,False,False,True,DRUGGABLE GENOME;ENZYME,False
PDE6C,ENSG00000095464,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
PDE7A,ENSG00000205268,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
PDF,ENSG00000258429,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PDGFRB,ENSG00000113721,True,True,True,500.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;KINASE;TYROSINE KINASE,False
PDHA1,ENSG00000131828,False,False,False,,False,False,False,,False
PDHB,ENSG00000168291,False,False,False,,False,False,False,,False
PDHX,ENSG00000110435,False,False,False,,False,False,False,,False
PDIA3,ENSG00000167004,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME;THIOREDOXIN,False
PDIA4,ENSG00000155660,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME;THIOREDOXIN,False
PDIA5,ENSG00000065485,False,False,False,,False,False,True,DRUGGABLE GENOME;THIOREDOXIN,False
PDIA6,ENSG00000143870,False,False,False,,False,False,True,DRUGGABLE GENOME;THIOREDOXIN,False
PDIK1L,ENSG00000175087,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PDK1,ENSG00000152256,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PDLIM5,ENSG00000163110,False,False,False,,False,False,False,,False
PDP1,ENSG00000164951,False,False,False,,False,False,False,,False
PDPK1,ENSG00000140992,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PDPR,ENSG00000090857,False,False,False,,False,False,False,,False
PDS5A,ENSG00000121892,False,False,False,,False,False,False,,False
PDSS1,ENSG00000148459,False,False,False,,False,False,False,,False
PDSS2,ENSG00000164494,False,False,False,,False,False,False,,False
PDXK,ENSG00000160209,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE,False
PDZD8,ENSG00000165650,False,False,False,0.0,False,False,False,,False
PDZK1IP1,ENSG00000162366,True,True,True,28.0,False,False,False,,False
PEAK3,ENSG00000188305,False,False,False,,False,False,False,,False
PEAR1,ENSG00000187800,True,True,True,735.0,True,True,False,,False
PECAM1,ENSG00000261371,True,True,True,574.0,True,True,False,,False
PECR,ENSG00000115425,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PEDS1,ENSG00000240849,True,True,False,0.0,False,False,False,,False
PEDS1-UBE2V1,ENSG00000124208,True,True,False,0.0,False,False,False,,False
PEMT,ENSG00000133027,True,True,False,0.0,False,False,False,,False
PEPD,ENSG00000124299,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
PER1,ENSG00000179094,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR,False
PER3,ENSG00000049246,False,False,False,,False,False,False,,False
PERP,ENSG00000112378,True,True,False,0.0,False,False,False,,False
PET100,ENSG00000229833,False,False,False,0.0,False,False,False,,False
PET117,ENSG00000232838,False,False,False,,False,False,False,,False
PEX10,ENSG00000157911,True,True,False,0.0,False,False,False,,False
PEX11A,ENSG00000166821,True,True,False,0.0,False,False,False,,False
PEX11B,ENSG00000131779,False,False,False,0.0,False,False,False,,False
PEX11G,ENSG00000104883,True,True,False,0.0,False,False,False,,False
PEX12,ENSG00000108733,True,True,False,0.0,False,False,False,,False
PEX13,ENSG00000162928,True,True,False,0.0,False,False,False,,False
PEX14,ENSG00000142655,False,False,False,0.0,False,False,False,,False
PEX16,ENSG00000121680,True,True,False,0.0,False,False,False,,False
PEX2,ENSG00000164751,True,True,False,0.0,False,False,False,,False
PEX26,ENSG00000215193,False,False,False,0.0,False,False,False,,False
PEX3,ENSG00000034693,True,True,False,0.0,False,False,False,,False
PEX6,ENSG00000124587,False,False,False,,False,False,False,,False
PF4,ENSG00000163737,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PF4V1,ENSG00000109272,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PFAS,ENSG00000178921,False,False,False,,False,False,False,,False
PFDN1,ENSG00000113068,False,False,False,,False,False,False,,False
PFKL,ENSG00000141959,False,False,False,,False,False,False,,False
PFKM,ENSG00000152556,False,False,False,,False,False,False,,False
PFKP,ENSG00000067057,False,False,False,,False,False,False,,False
PFN2,ENSG00000070087,False,False,False,0.0,False,False,False,,False
PGAM5,ENSG00000247077,False,False,False,0.0,False,False,False,,False
PGAP1,ENSG00000197121,True,True,False,0.0,True,True,False,,False
PGAP2,ENSG00000148985,True,True,False,0.0,False,False,False,,False
PGAP3,ENSG00000161395,True,True,False,0.0,False,False,False,,False
PGAP6,ENSG00000129925,True,True,True,536.0,False,False,False,,False
PGBD1,ENSG00000137338,False,False,False,,False,False,True,DRUGGABLE GENOME,False
PGBD2,ENSG00000185220,False,False,False,,False,False,False,,False
